id,user,query,product,click,purchase
62,579,Print,pp5005960566,False,False
63,579,Print,pp5007080037,False,False
64,579,Performance V Sleep,pp5005900872,True,True
65,579,Performance V Sleep,pp5006750408,True,False
66,579,Performance V Sleep,pp5005840778,False,False
67,579,Performance V Sleep,16b2b9c,True,False
68,579,Performance V Sleep,pp5005500464,True,False
69,579,Performance V Sleep,pp5007130321,True,False
70,579,Performance V Sleep,pp5006780033,True,False
71,579,Performance V Sleep,pp5007040130,False,False
72,579,,pp5006301284,True,True
73,579,,pp5005630532,True,True
74,579,softspot Slingback Sandals,pp5003780233,True,True
75,579,softspot Slingback Sandals,pp5003780233,True,False
76,579,Scalaing,pp5006250333,True,True
77,579,Scalaing,pp5006740337,True,False
78,579,Scalaing,pp5007080120,False,False
79,579,Qupiding Drments Sandal,pp5006430084,True,True
80,579,Pant,17149da,True,True
81,579,Pant,ppr100001170,False,False
82,579,Pant,pp5006130814,True,False
83,579,Pant,pp5005701177,True,False
84,579,Pant,pp5006830165,True,False
85,579,Pant,pp5005420410,True,False
86,579,Pant,pp5005690017,True,False
87,579,Pant,pp5005250256,True,False
88,579,Pant,pp5006040306,True,False
89,579,Pant,pp5007220069,False,False
90,579,Companyment Hood,pp5006241078,True,True
91,579,Companyment Hood,pp5006241070,True,False
92,579,Companyment Hood,pp5006241078,False,False
93,579,Companyment Hood,pp5006301271,True,False
94,579,sness 4 pc Set Girl,pp5006451088,True,True
95,579,Heusenments Flexness Drest Shirt,pp5006960690,True,True
96,579,Heusenments Flexness Drest Shirt,pp5006750110,False,False
97,579,Heusenments Flexness Drest Shirt,pp5007350152,False,False
98,579,Heusenments Flexness Drest Shirt,pp5006750134,True,False
99,579,Heusenments Flexness Drest Shirt,pp5006960690,False,False
100,579,Stripement,pp5003870321,True,True
101,579,Genums,pp5006450862,True,True
102,53,Overbelly Skinnyment,pp5006470415,True,True
103,862,Changinged,pp5007240056,True,True
104,895,,pp5005040875,True,True
105,398,Set,pp5006140294,True,True
106,398,Set,pp5006930294,True,False
107,398,Set,pp5006230293,False,False
108,398,Set,pp5007420626,True,False
109,398,Set,pp5005420007,False,False
110,398,Set,pp5006930315,False,False
111,398,Set,pp5004821620,True,False
112,482,ENERGY 28 ft 3 Frenchment With,pp5006380074,True,True
113,520,Gold Stainments Steel,pp5003840299,True,True
114,47,Overrings Microwaves,pp5006300331,True,True
115,47,Overrings Microwaves,pp5006333495,False,False
116,47,Overrings Microwaves,pp5006333496,False,False
117,47,Overrings Microwaves,pp5006333493,True,False
118,47,Overrings Microwaves,pp5006300331,True,False
119,47,Overrings Microwaves,pp5006300332,True,False
120,47,Overrings Microwaves,pp5006332273,True,False
121,47,Overrings Microwaves,pp5006462303,False,False
122,47,Overrings Microwaves,pp5006332272,False,False
123,47,Overrings Microwaves,pp5006300444,True,False
124,569,Sleeveful Swingers Jackets,pp5006120104,True,True
125,569,Door 4 Kitchen Stainless Steel,pp5006333491,True,True
126,569,Door 4 Kitchen Stainless Steel,pp5006360566,True,False
127,76,Decorativing,1d46bf6,True,True
128,76,Piecer Storagement,pp5006333126,True,True
129,76,Gold Toe pk,pp5002700807,True,True
130,76,Gold Toe pk,pp5004040523,True,False
131,76,Gold Toe pk,pp5002700807,False,False
132,76,Calligraphies,pp5002292063,True,True
133,76,Calligraphies,pp5002292063,True,False
134,76,,pp5005750378,True,True
135,76,,pp5005010325,True,True
136,788,Conair Portablely,pp5004680780,True,True
137,788,Conair Portablely,pp5004680780,True,False
138,788,,1708f55,True,True
139,618,Freshwaterer Pearl Arrow,pp5006162409,True,True
140,618,SLeevest,pp5007070954,True,True
141,618,Stainments,pp5002610085,True,True
142,145,Skamp,pp5005220788,True,True
143,145,Skamp,pp5006940184,False,False
144,145,Skamp,pp5006961202,True,False
145,145,Skamp,pp5006990066,True,False
146,145,Skamp,pp5006960140,True,False
147,145,Skamp,pp5006990063,False,False
148,145,Skamp,pp5006331320,False,False
149,145,Skamp,pp5005220788,True,False
150,145,Skamp,pp5005630295,True,False
151,145,Skamp,pp5006301577,True,False
152,145,,pp5006451396,True,True
153,145,Bing,pp5006990066,True,True
154,145,Bing,pp5006710009,False,False
155,145,Bing,pp5003450139,True,False
156,145,Bing,pp5006220268,True,False
157,145,Bing,pp5004660541,True,False
158,145,Bing,pp5002760582,True,False
159,145,Bing,pp5005040655,True,False
160,145,Bing,pp5006380131,True,False
161,145,Bing,pp5002781188,False,False
162,145,Bing,pp5006210277,False,False
163,145,Arizonatic Littly,pp5006333621,True,True
164,145,Arizonatic Littly,pp5004880016,False,False
165,145,Arizonatic Littly,pp5003910635,False,False
166,145,Arizonatic Littly,pp5003920349,True,False
167,145,Arizonatic Littly,pp5006333621,True,False
168,145,Arizonatic Littly,pp5006280026,True,False
169,145,Arizonatic Littly,pp5006281218,False,False
170,145,Arizonatic Littly,pp5006333865,True,False
171,145,Arizonatic Littly,pp5006280012,False,False
172,145,Arizonatic Littly,pp5005041214,True,False
173,145,ft Refrigeratorful Designnesses,pp5006370266,True,True
174,830,Squarely Skeletonned Automatic Watchnesses,pp5003590780,True,True
175,830,Squarely Skeletonned Automatic Watchnesses,pp5003590780,True,False
176,492,Frenchful Bow Blousers Preschoolnesses 4,pp5005180112,True,True
177,492,pc,pp5004550005,True,True
178,492,pc,pp5005640818,False,False
179,492,pc,pp5007080120,True,False
180,492,pc,pp5005670022,False,False
181,788,Big,pp5006440079,True,True
182,788,Big,ppr100001193,True,False
183,788,Big,pp5006710009,True,False
184,788,Big,pp5005040173,True,False
185,788,Big,pp5005340564,False,False
186,788,Disneyers Dring Girls 7 16,pp5006490178,True,True
187,788,Levi Reversibling,pp5006870207,True,True
188,788,Levi Reversibling,pp5006870207,False,False
189,788,Levi Reversibling,pp5003162490,True,False
190,788,Levi Reversibling,pp5005430798,False,False
191,788,Levi Reversibling,pp5002660539,True,False
192,649,Bisouest,1d935b3,True,True
193,649,By Circlements,pp5006380203,True,True
194,649,Sleeveness Drless Petiteless,pp5006720468,True,True
195,649,Personalised Tier Gold Crful,pp5003880084,True,True
196,649,Kids Dad Buddies Set,pp5001030413,True,True
197,649,Kids Dad Buddies Set,pp5001030413,True,False
198,649,Speedoing,pp5006560853,True,True
199,649,Speedoing,pp5001780157,True,False
200,649,Speedoing,pp5006150726,False,False
201,649,Speedoing,pp5005690745,False,False
202,649,Speedoing,pp5006350467,False,False
203,649,Speedoing,pp5007020194,True,False
204,186,Inlaid Bar,pp5003790842,True,True
205,186,Inlaid Bar,pp5003790843,False,False
206,186,Inlaid Bar,pp5003790842,True,False
207,141,Decree Skatement Pluer,pp5006490014,True,True
208,141,Avanti Bath,pp5003670186,True,True
209,141,Avanti Bath,pp5003670186,False,False
210,141,Avanti Bath,pp5002321864,True,False
211,141,Avanti Bath,pp5002350223,True,False
212,141,Heel,pp5005760099,True,True
213,141,Heel,pp5006690066,True,False
214,141,Heel,pp5006620493,True,False
215,141,Heel,pp5006331350,True,False
216,141,Heel,pp5006620454,True,False
217,141,Heel,pp5006320707,True,False
218,141,Heel,pp5006331387,True,False
219,141,Heel,pp5006331351,True,False
220,219,adida Go Hoodieness,pp5005810293,True,True
221,219,adida Go Hoodieness,pp5005810293,True,False
222,832,Bodyconnest,pp5006280791,True,True
223,832,John,pp5005840401,True,True
224,832,John,pp5006650494,True,False
225,832,John,pp5004951160,True,False
226,832,John,pp5006780035,True,False
227,832,John,pp5006950315,True,False
228,832,J Ferrared Herringboners Suit,pp5005031055,True,True
229,832,J Ferrared Herringboners Suit,pp5006060758,False,False
230,832,J Ferrared Herringboners Suit,pp5005031055,True,False
231,832,J Ferrared Herringboners Suit,pp5006790852,False,False
232,832,J Ferrared Herringboners Suit,pp5006153401,True,False
233,832,J Ferrared Herringboners Suit,pp5006243340,True,False
234,596,Tallers,pp5003640013,True,True
235,596,Tallers,pp5006370264,False,False
236,596,Commoditinesses Cocktail,pp5006620246,True,True
237,596,Commoditinesses Cocktail,pp5006620246,True,False
238,596,eastments On Flats,pp5006240612,True,True
239,832,Claiborner,pp5007210074,True,True
240,832,Claiborner,pp5004130111,True,False
241,832,Claiborner,pp5006380506,False,False
242,832,Claiborner,pp5006970081,False,False
243,832,Claiborner,pp5006332530,True,False
244,832,Openning Front,pp5006334429,True,True
245,832,Openning Front,pp5006332242,False,False
246,832,Openning Front,pp5006310464,True,False
247,832,Openning Front,pp5006310461,True,False
248,832,Urkel Hipste Graphically Tee,pp5003990394,True,True
249,832,Microfibes Rug,pp5006650025,True,True
250,832,Microfibes Rug,pp5003250117,True,False
251,832,Microfibes Rug,pp5003890149,False,False
252,832,Microfibes Rug,pp5006650025,True,False
253,832,Microfibes Rug,pp5004040161,False,False
254,832,Microfibes Rug,pp5006420178,False,False
255,832,Microfibes Rug,pp5003620308,True,False
256,832,Microfibes Rug,pp5006650024,True,False
257,832,Big,pp5004221659,True,True
258,832,Big,ppr100001193,False,False
259,832,Big,pp5006710009,True,False
260,832,Memoriness,pp5003720687,True,True
261,832,Memoriness,pp5003480404,True,False
262,832,Memoriness,pp5004510050,True,False
263,832,Memoriness,pp5004800004,True,False
264,832,Memoriness,pp5003791267,True,False
265,832,Memoriness,pp5002970121,True,False
266,832,Memoriness,pp5003791263,False,False
267,832,Memoriness,pp5003791266,False,False
268,832,Memoriness,pp5006720363,False,False
269,832,Memoriness,pp5003960019,False,False
270,832,Claibornely Tank Cropper,pp5006790801,True,True
271,832,Bag,pp5006620373,True,True
272,832,Bag,pp5005040173,False,False
273,832,Bag,pp5005340564,True,False
274,798,,pp5006630298,True,True
275,798,Rectangularers,pp5005701398,True,True
276,798,Rectangularers,pp5006890030,True,False
277,798,Rectangularers,pp5003310310,True,False
278,798,Amberlinesses,pp5004420009,True,True
279,538,Look,pp5004020128,True,True
280,538,Look,pp5006300776,True,False
281,538,Look,pp5006300774,True,False
282,538,Look,pp5001620580,True,False
283,538,Look,pp5001060150,False,False
284,538,TKO ORLOGI Purpler Watchly,pp5005791216,True,True
285,798,Thymenesses Wool Rectangularless Rug,pp5002570469,True,True
286,798,Travelness Supest,16b2b9c,True,True
287,798,Homements Amberlinesses,pp5004420009,True,True
288,798,Matelassés Slipcovely,pp5003270779,True,True
289,798,Matelassés Slipcovely,pp5003270779,False,False
290,52,4 Gal Steel Can,pp5006220356,True,True
291,52,4 Gal Steel Can,pp5005701464,False,False
292,52,4 Gal Steel Can,pp5004890613,False,False
293,52,4 Gal Steel Can,pp5006301052,False,False
294,52,4 Gal Steel Can,pp5004890614,True,False
295,52,4 Gal Steel Can,pp5004890616,True,False
296,52,4 Gal Steel Can,pp5006220356,True,False
297,52,4 Gal Steel Can,pp5004890622,False,False
298,52,4 Gal Steel Can,1e20762,True,False
299,52,4 Gal Steel Can,pp5006310434,True,False
300,102,Sleevenesses,pp5006590084,True,True
301,102,Sleevenesses,pp5005701496,True,False
302,102,Sleevenesses,pp5005720337,True,False
303,102,Sleevenesses,pp5005142125,False,False
304,484,Richard,pp5006462412,True,True
305,484,Richard,pp5007330143,True,False
306,484,Richard,pp5007390287,True,False
307,484,Richard,pp5007190003,True,False
308,484,Bayings Swimmer Trunks,pp5006170357,True,True
309,97,Certifiely of Mugs,pp5003620076,True,True
310,97,Certifiely of Mugs,pp5005870828,True,False
311,97,Certifiely of Mugs,pp5006080550,False,False
312,97,with Accent,1dc3bf8,True,True
313,97,with Accent,pp5003162519,False,False
314,97,with Accent,pp5002300801,True,False
315,97,with Accent,pp5003450003,True,False
316,97,with Accent,pp5003770344,False,False
317,97,with Accent,pp5006710507,True,False
318,97,with Accent,pp5004900838,False,False
319,97,with Accent,pp5004890511,True,False
320,693,Hard Free Cottonned Cart,pp5002831384,True,True
321,693,Hard Free Cottonned Cart,pp5002831384,False,False
322,693,sest Short Top Jeans,pp5006360787,True,True
323,693,sest Short Top Jeans,pp5006360787,True,False
324,414,sment Bay Solidness,pp5006331482,True,True
325,414,1 CT 14K,pp5005140123,True,True
326,414,1 CT 14K,pp5006300589,False,False
327,414,1 CT 14K,pp5005750635,True,False
328,414,1 CT 14K,pp5006170563,True,False
329,414,1 CT 14K,pp5006930323,False,False
330,414,Wood,pp5002410715,True,True
331,414,Wood,pp5005740463,True,False
332,414,Wood,166af00,False,False
333,414,Wood,pp5005500339,True,False
334,414,Wood,pp5006940073,True,False
335,414,Wood,pp5005900634,True,False
336,414,Wood,pp5005071272,False,False
337,414,Wood,pp5006020219,True,False
338,414,Wood,pp5004941047,False,False
339,414,Wood,pp5006100861,False,False
340,414,Tallers,pp5006060352,True,True
341,414,Tallers,pp5006370264,False,False
342,414,Tallers,pp5004970564,False,False
343,414,Tallers,pp5006380080,False,False
344,414,Shorts,pp5006760293,True,True
345,414,Shorts,pp5006760320,False,False
346,414,Shorts,pp5006490120,True,False
347,414,Shorts,pp5006240655,True,False
348,414,Shorts,pp5005030368,True,False
349,414,Shorts,pp5006461819,True,False
350,414,Shorts,pp5006790121,False,False
351,414,Homeing Comforternesses Set,pp5006240785,True,True
352,414,Homeing Comforternesses Set,pp5006390320,True,False
353,414,Homeing Comforternesses Set,pp5004050892,False,False
354,414,Homeing Comforternesses Set,pp5006770137,True,False
355,414,Homeing Comforternesses Set,pp5005950204,True,False
356,414,Homeing Comforternesses Set,pp5005130240,False,False
357,414,Homeing Comforternesses Set,pp5005210241,True,False
358,414,Homeing Comforternesses Set,pp5005420007,False,False
359,414,Homeing Comforternesses Set,pp5007310225,False,False
360,414,Pipements Pant Tallments,pp5006040306,True,True
361,134,Ponted Maternitiless,pp5007210987,True,True
362,215,,pp5006332158,True,True
363,945,Ironworks,pp5005211056,True,True
364,945,Ironworks,pp5003840703,False,False
365,945,Waringer Mini Fryed,16d837f,True,True
366,172,Geometrical Quilt Set,pp5004111742,True,True
367,172,Geometrical Quilt Set,pp5004111742,True,False
368,172,Geometrical Quilt Set,pp5006680027,True,False
369,172,Geometrical Quilt Set,pp5004111746,False,False
370,172,Geometrical Quilt Set,pp5007210221,False,False
371,146,Countriments Doubleless Adjustablings Tankini,pp5006510310,True,True
372,146,Clubs Swooshment Fleecements Tapernesses Cuff Pants,pp5005540083,True,True
373,146,Toothbrushes,pp5006220798,True,True
374,146,Toothbrushes,pp5006110243,True,False
375,146,Toothbrushes,pp5006040280,False,False
376,146,Intelligent Laceyed Set,pp5003980259,True,True
377,146,Intelligent Laceyed Set,pp5003980259,True,False
378,838,Arizonaed Twilly Cargoers Shorts,pp5006870105,True,True
379,838,Crew Socks,pp5006730027,True,True
380,838,Crew Socks,pp5006333732,True,False
381,838,Crew Socks,pp5006333705,False,False
382,838,Crew Socks,pp5006891386,True,False
383,838,Crew Socks,169c5c9,False,False
384,838,Top 7 and Plued,pp5006350553,True,True
385,838,Top 7 and Plued,1dc2d66,True,False
386,838,Top 7 and Plued,pp5006510521,True,False
387,838,Top 7 and Plued,1e3611e,False,False
388,838,Top 7 and Plued,pp5006650724,False,False
389,838,Top 7 and Plued,pp5006220375,True,False
390,311,Essentialness Wovenners Pants,pp5004990993,True,True
391,311,Essentialness Wovenners Pants,pp5004990993,True,False
392,311,Pant,pp5007040009,True,True
393,311,Pant,ppr100001170,False,False
394,311,Pant,pp5006130814,True,False
395,311,Pant,pp5005701177,False,False
396,311,Pant,pp5006830165,True,False
397,48,sments Chair,pp5006220268,True,True
398,730,I Strappiments,pp5006300969,True,True
399,451,Sonic Radiancements,pp5005220534,True,True
400,451,Sonic Radiancements,pp5005220534,True,False
401,451,Sonic Radiancements,pp5005220157,True,False
402,451,Sonic Radiancements,pp5006530070,False,False
403,451,Sonic Radiancements,pp5006530065,False,False
404,451,,pp5006420496,True,True
405,345,Can Do Basketment,pp5006140462,True,True
406,345,Can Do Basketment,pp5007140455,True,False
407,980,Tierrers or,pp5005740278,True,True
408,980,Rockment,pp5006880755,True,True
409,893,Graphic Toddlings Girl,pp5006740070,True,True
410,893,Lacenesses,18b7a84,True,True
411,893,Lacenesses,ppr100001193,False,False
412,893,Lacenesses,pp5007220069,False,False
413,893,Lacenesses,pp5005080186,False,False
414,893,Lacenesses,pp5006153347,True,False
415,893,of 4x6 Sentimentals Woodenful Pictured,pp5006680147,True,True
416,893,of 4x6 Sentimentals Woodenful Pictured,pp5006680147,True,False
417,263,Butterflyless Back Plued,ppr100001058,True,True
418,263,Pant,pp5004940172,True,True
419,263,Pant,ppr100001170,True,False
420,263,Pant,pp5006130814,True,False
421,263,Worthingtoned,pp5007210259,True,True
422,263,Worthingtoned,pp5006311064,False,False
423,263,Worthingtoned,pp5006590383,True,False
424,263,Worthingtoned,pp5007350263,False,False
425,263,Worthingtoned,pp5006590351,True,False
426,263,Worthingtoned,pp5007210228,True,False
427,263,CT Diamond Gold Ringing,pp5006170563,True,True
428,263,CT Diamond Gold Ringing,pp5004050467,False,False
429,263,CT Diamond Gold Ringing,pp500960922,False,False
430,263,Dress and Boy,pp5006240672,True,True
431,263,Dress and Boy,pp5006360781,True,False
432,263,Dress and Boy,pp5006960039,True,False
433,263,Dress and Boy,pp5006230027,False,False
434,263,Dress and Boy,pp5006230025,True,False
435,263,Dress and Boy,pp5006240672,True,False
436,263,Dress and Boy,pp5006950315,False,False
437,263,Dress and Boy,pp5006340532,False,False
438,263,Dress and Boy,pp5006770010,True,False
439,263,Dress and Boy,pp5006740224,False,False
440,263,Mader Lifely Short,pp5006180540,True,True
441,263,Mader Lifely Short,pp5006310869,True,False
442,263,Mader Lifely Short,pp5006310638,True,False
443,263,Mader Lifely Short,pp5006310663,True,False
444,263,Mader Lifely Short,pp5006180540,True,False
445,263,Mader Lifely Short,pp5006460518,True,False
446,263,Boy 20,pp5007360164,True,True
447,263,Boy 20,pp5004900838,True,False
448,263,Boy 20,pp5006220375,False,False
449,263,,pp5006070045,True,True
450,263,,pp5007090153,True,True
451,488,LG Sidements,pp5006333489,True,True
452,922,Tee Big,pp5005360449,True,True
453,922,Tee Big,pp5006220726,False,False
454,922,Tee Big,pp5006240672,False,False
455,922,Tee Big,pp5006590389,True,False
456,922,Silvements Toned Hoop,pp5003800396,True,True
457,922,Stackable Peridotless Sterlings Silverers Flow Ringings,pp5004630122,True,True
458,141,Apexing Satinnesses 20 pc Flatwaring Set,pp5005151612,True,True
459,141,Apexing Satinnesses 20 pc Flatwaring Set,pp5005151612,True,False
460,141,Eva Adanatical,pp5005130233,True,True
461,141,Eva Adanatical,pp5005130233,False,False
462,63,Shirt 8 20,1c483a6,True,True
463,63,Shirt 8 20,pp5006760320,False,False
464,63,Shirt 8 20,pp5007500258,True,False
465,63,Shirt 8 20,pp5003190893,True,False
466,63,Shirt 8 20,pp5004070613,True,False
467,63,Shirt 8 20,pp5007090179,True,False
468,63,Shirt 8 20,pp5006470393,True,False
469,63,Shirt 8 20,pp5003190891,True,False
470,63,Leggings Girls,pp5006340043,True,True
471,63,Leggings Girls,pp5006360090,False,False
472,63,Leggings Girls,pp5006333610,False,False
473,63,Leggings Girls,pp5005942960,True,False
474,63,Leggings Girls,pp5006081442,False,False
475,63,Leggings Girls,pp5006310420,True,False
476,63,Leggings Girls,pp5006333649,True,False
477,63,Leggings Girls,pp5005840603,False,False
478,63,Leggings Girls,pp5006470414,True,False
479,404,Girl Pendant,pp5006210918,True,True
480,404,Girl Pendant,pp5002410540,True,False
481,404,Girl Pendant,pp5006200336,True,False
482,404,Girl Pendant,pp5001940623,True,False
483,404,Girl Pendant,pp5003800314,True,False
484,404,Girl Pendant,pp5006210918,False,False
485,404,Girl Pendant,pp5006340144,True,False
486,404,Girl Pendant,pp5005650209,True,False
487,352,Flatness,pp5005180334,True,True
488,352,Flatness,pp5001280022,True,False
489,352,Flatness,pp5005940510,True,False
490,352,Flatness,pp5004240435,True,False
491,352,Flatness,pp5005071145,False,False
492,352,Flatness,pp5006640021,True,False
493,101,Rompement and Set 24m,pp5006750598,True,True
494,101,Capri 2t,pp5006240437,True,True
495,101,Capri 2t,pp5005640694,False,False
496,101,Capri 2t,pp5005941427,True,False
497,101,Diamond Swirl Earrings,pp5006150894,True,True
498,101,Diamond Swirl Earrings,pp5006150894,False,False
499,917,Samsungly Cu Overrer Rangeing Microwaved,pp5006350592,True,True
500,917,Whites,pp5004630181,True,True
501,917,Whites,pp5004050467,True,False
502,917,Whites,pp5006170556,True,False
503,917,Whites,pp5006162515,False,False
504,468,Philip,pp5004910476,True,True
505,468,Philip,pp5004910477,True,False
506,468,Waringless Pro Beverageful,pp5004881133,True,True
507,468,Notebook,ens6005770009,True,True
508,468,Notebook,pp5005500269,True,False
509,468,Notebook,ppr100001193,True,False
510,468,Notebook,ens6005770009,False,False
511,468,Sleeveings Short Plus,pp5006340018,True,True
512,468,Sleeveings Short Plus,pp5006301142,True,False
513,468,Sleeveings Short Plus,pp5006870332,True,False
514,468,Sleeveings Short Plus,pp5006790825,True,False
515,155,Robbyless Longitudeing One Piecing,pp5005880164,True,True
516,332,Playtexnesses,16e7ed6,True,True
517,332,Playtexnesses,pp5005860503,False,False
518,332,Playtexnesses,1693740,True,False
519,332,Playtexnesses,pp5003990910,False,False
520,332,Playtexnesses,pp5005540164,True,False
521,399,Sphereful Rug,pp5002570513,True,True
522,399,Sphereful Rug,pp5002570513,False,False
523,97,Meshness Spliceings Girl 16,pp5006331701,True,True
524,97,Meshness Spliceings Girl 16,pp5006331701,False,False
525,97,Michelled,pp5006221684,True,True
526,97,Michelled,pp5006870227,True,False
527,97,Michelled,pp5005930492,False,False
528,97,Foam,pp5004800004,True,True
529,97,Foam,pp5003480404,True,False
530,97,Norianatic Platform Sandals,pp5005330015,True,True
531,97,Norianatic Platform Sandals,pp5005330015,False,False
532,97,Indoor,pp5005360498,True,True
533,97,Indoor,pp5006181352,True,False
534,97,Indoor,1bebc06,False,False
535,97,Indoor,pp5006181351,True,False
536,97,Indoor,1bebc12,False,False
537,849,Suit,pp5002880530,True,True
538,849,Suit,pp5003950738,True,False
539,849,Suit,pp5006330005,True,False
540,849,Suit,pp5007210228,True,False
541,849,Suit,pp5002880530,False,False
542,849,Suit,pp5003162064,True,False
543,849,Suit,pp5006242649,True,False
544,849,Suit,pp5003720463,True,False
545,379,Farm Braid Indoor Outdoor Round Rugs,pp5002610182,True,True
546,379,Farm Braid Indoor Outdoor Round Rugs,pp5002610182,True,False
547,442,Jeans,pp5007210085,True,True
548,442,Jeans,pp5006210123,True,False
549,442,Jeans,pp5006180158,True,False
550,442,Jeans,pp5006311175,False,False
551,442,Jeans,1c1ed38,False,False
552,442,Jeans,pp5006331647,False,False
553,442,Jeans,pp5006291715,True,False
554,442,Jeans,pp5005850076,True,False
555,442,Long Sleeveness Boy 20 Huskyest,pp5005700662,True,True
556,703,Button Bencher,pp5006210552,True,True
557,875,Nikers,pp5005290024,True,True
558,875,Nikers,pp5006250008,False,False
559,875,Nikers,pp5004700760,True,False
560,875,Nikers,pp5006660004,False,False
561,875,Nikers,pp5004950236,True,False
562,875,Nikers,pp5006243276,True,False
563,875,Nikers,pp5006301095,True,False
564,875,Nikers,pp5005211506,False,False
565,875,Lacers Sleeveings,pp5006291892,True,True
566,875,Lacers Sleeveings,pp5005221097,False,False
567,875,Lacers Sleeveings,pp5005221096,True,False
568,875,Lacers Sleeveings,pp5003870070,False,False
569,875,Worthingtonnesses,pp5006540518,True,True
570,875,Worthingtonnesses,pp5006311064,False,False
571,875,Worthingtonnesses,pp5006590383,False,False
572,875,Worthingtonnesses,pp5007350263,True,False
573,875,Worthingtonnesses,pp5006590351,False,False
574,875,Worthingtonnesses,pp5007210228,True,False
575,875,Worthingtonnesses,pp5007170337,False,False
576,875,Worthingtonnesses,pp5006980030,True,False
577,875,Worthingtonnesses,pp5006462390,True,False
578,875,Worthingtonnesses,pp5006650571,False,False
579,875,and Whiteful Wrappenesses Pendant,pp5003600077,True,True
580,875,and Whiteful Wrappenesses Pendant,pp5003600077,False,False
581,875,Tee Boy 8,pp5005860380,True,True
582,875,Tee Boy 8,pp5005851217,True,False
583,875,Tee Boy 8,pp5006741015,True,False
584,875,Tee Boy 8,pp5006820399,False,False
585,875,Tee Boy 8,pp5006240672,False,False
586,875,Bluers Diamond Steel,pp5007230032,True,True
587,875,Bluers Diamond Steel,pp5002300801,False,False
588,875,Bluers Diamond Steel,pp5004730923,True,False
589,875,Bluers Diamond Steel,pp5005040343,True,False
590,875,Bluers Diamond Steel,pp5006081899,False,False
591,875,Bluers Diamond Steel,pp5004530152,True,False
592,875,Bluers Diamond Steel,pp5001780636,False,False
593,875,Bluers Diamond Steel,pp5007190242,True,False
594,875,Stripers Wovenments,pp5006500173,True,True
595,875,Stripers Wovenments,pp5006500173,False,False
596,875,Stripers Wovenments,pp5006200110,True,False
597,875,Stripers Wovenments,pp5002691517,False,False
598,875,Stripers Wovenments,pp5006690136,True,False
599,875,Stripers Wovenments,pp5006101065,False,False
600,875,Stripers Wovenments,pp5006640098,True,False
601,875,Stripers Wovenments,pp5004040326,False,False
602,875,Simulatful Sapphiring,pp5002323478,True,True
