id,user,product,quantity,time
5a69dc7706,893,pp5006740070,10,2010-01-21 09:40:25
5a69dc7706,893,18b7a84,9,2010-01-21 09:40:25
5a69dc7706,893,pp5006680147,1,2010-01-21 09:40:25
5c8c6665a0,263,ppr100001058,7,2010-01-22 04:07:07
5c8c6665a0,263,pp5004940172,4,2010-01-22 04:07:07
5c8c6665a0,263,pp5007210259,3,2010-01-22 04:07:07
5c8c6665a0,263,pp5006170563,8,2010-01-22 04:07:07
5c8c6665a0,263,pp5006240672,6,2010-01-22 04:07:07
5c8c6665a0,263,pp5006180540,8,2010-01-22 04:07:07
5c8c6665a0,263,pp5007360164,6,2010-01-22 04:07:07
5c8c6665a0,263,pp5006070045,1,2010-01-22 04:07:07
5c8c6665a0,263,pp5007090153,4,2010-01-22 04:07:07
1120209c33,488,pp5006333489,1,2010-01-22 09:38:36
5f99326fab,922,pp5005360449,4,2010-01-22 16:34:31
5f99326fab,922,pp5003800396,7,2010-01-22 16:34:31
5f99326fab,922,pp5004630122,10,2010-01-22 16:34:31
fb56352827,141,pp5005151612,4,2010-01-24 06:49:42
fb56352827,141,pp5005130233,9,2010-01-24 06:49:42
54da0cb384,63,1c483a6,7,2010-01-24 11:40:22
54da0cb384,63,pp5006340043,10,2010-01-24 11:40:22
46b5aa2214,404,pp5006210918,1,2010-01-25 06:26:38
ab8eb7ab12,352,pp5005180334,5,2010-01-25 13:40:38
0efb56e06a,101,pp5006750598,5,2010-01-25 15:22:05
0efb56e06a,101,pp5006240437,6,2010-01-25 15:22:05
0efb56e06a,101,pp5006150894,4,2010-01-25 15:22:05
c5c913a704,917,pp5006350592,1,2010-01-25 20:51:04
c5c913a704,917,pp5004630181,2,2010-01-25 20:51:04
3802b4796b,468,pp5004910476,7,2010-01-25 23:27:15
3802b4796b,468,pp5004881133,1,2010-01-25 23:27:15
3802b4796b,468,ens6005770009,1,2010-01-25 23:27:15
3802b4796b,468,pp5006340018,9,2010-01-25 23:27:15
1e307d5595,155,pp5005880164,8,2010-01-26 01:47:18
424661dc30,332,16e7ed6,6,2010-01-26 01:53:16
d84cce7671,399,pp5002570513,1,2010-01-27 00:14:08
3d60901153,97,pp5006331701,3,2010-01-27 06:15:16
3d60901153,97,pp5006221684,4,2010-01-27 06:15:16
3d60901153,97,pp5004800004,4,2010-01-27 06:15:16
3d60901153,97,pp5005330015,2,2010-01-27 06:15:16
3d60901153,97,pp5005360498,3,2010-01-27 06:15:16
7286b85703,849,pp5002880530,3,2010-01-27 06:28:40
530b6f0a42,379,pp5002610182,1,2010-01-27 11:57:51
75d75d21a8,442,pp5007210085,10,2010-01-27 19:25:47
75d75d21a8,442,pp5005700662,5,2010-01-27 19:25:47
b335dc1527,703,pp5006210552,3,2010-01-28 04:14:56
820608317b,875,pp5005290024,5,2010-01-28 09:47:03
820608317b,875,pp5006291892,6,2010-01-28 09:47:03
820608317b,875,pp5006540518,2,2010-01-28 09:47:03
820608317b,875,pp5003600077,10,2010-01-28 09:47:03
820608317b,875,pp5005860380,8,2010-01-28 09:47:03
820608317b,875,pp5007230032,9,2010-01-28 09:47:03
820608317b,875,pp5006500173,5,2010-01-28 09:47:03
820608317b,875,pp5002323478,9,2010-01-28 09:47:03
820608317b,875,pp5006180555,9,2010-01-28 09:47:03
cc59b701da,386,pp5003060522,7,2010-01-28 23:48:49
1bce5eadb7,292,pp5006650114,4,2010-01-29 12:51:59
1bce5eadb7,292,pp5004111740,2,2010-01-29 12:51:59
1bce5eadb7,292,pp5006241032,2,2010-01-29 12:51:59
1bce5eadb7,292,pp5003960456,6,2010-01-29 12:51:59
1bce5eadb7,292,pp5005420410,1,2010-01-29 12:51:59
759992870f,848,pp5005850762,1,2010-01-29 21:53:00
5e3d385838,198,pp5006331532,9,2010-01-30 15:02:30
87939254b3,1,pp5002760382,9,2010-01-30 16:54:29
87939254b3,1,pp5005210324,10,2010-01-30 16:54:29
87939254b3,1,pp5006160100,1,2010-01-30 16:54:29
87939254b3,1,pp5005310616,2,2010-01-30 16:54:29
3499dc8a20,59,pp5005900021,8,2010-01-31 00:03:34
3499dc8a20,59,pp5006380227,6,2010-01-31 00:03:34
3499dc8a20,59,pp5006250016,4,2010-01-31 00:03:34
e46cf1c8fb,912,pp5006160276,5,2010-01-31 06:45:45
e46cf1c8fb,912,pp5006820299,5,2010-01-31 06:45:45
e46cf1c8fb,912,pp5005840603,7,2010-01-31 06:45:45
e46cf1c8fb,912,pp5002830609,4,2010-01-31 06:45:45
e46cf1c8fb,912,pp5007000203,7,2010-01-31 06:45:45
e46cf1c8fb,912,pp5006340056,8,2010-01-31 06:45:45
e46cf1c8fb,912,pp5006350592,3,2010-01-31 06:45:45
c523a3b3fb,703,pp5006430102,4,2010-01-31 16:50:28
c523a3b3fb,703,pp5006470611,9,2010-01-31 16:50:28
46c8ea1d7e,629,pp5006650648,10,2010-02-01 00:45:38
46c8ea1d7e,629,pp5007070014,4,2010-02-01 00:45:38
39dff3f390,48,pp5005910084,8,2010-02-01 02:38:06
9da180d1bb,651,pp5006381430,3,2010-02-02 06:58:14
9da180d1bb,651,pp5006320463,7,2010-02-02 06:58:14
9da180d1bb,651,pp5005760053,5,2010-02-02 06:58:14
9da180d1bb,651,pp5004680782,6,2010-02-02 06:58:14
9da180d1bb,651,pp5006081329,3,2010-02-02 06:58:14
b5d0e461f9,993,pp5005910143,6,2010-02-02 15:58:20
b5d0e461f9,993,pp5005750106,3,2010-02-02 15:58:20
b5d0e461f9,993,pp5002570495,5,2010-02-02 15:58:20
e738180d91,316,pp5005860474,9,2010-02-02 19:37:40
e738180d91,316,pp5006270122,4,2010-02-02 19:37:40
81e791f661,996,pp5003271176,6,2010-02-03 15:17:54
81e791f661,996,pp5006243248,4,2010-02-03 15:17:54
81e791f661,996,pp5004020654,9,2010-02-03 15:17:54
81e791f661,996,pp5005260259,2,2010-02-03 15:17:54
81e791f661,996,pp5006650542,6,2010-02-03 15:17:54
81e791f661,996,pp5006220802,8,2010-02-03 15:17:54
81e791f661,996,pp5006510779,5,2010-02-03 15:17:54
81e791f661,996,pp5006140037,2,2010-02-03 15:17:54
81e791f661,996,1c6c5d2,8,2010-02-03 15:17:54
8d05e7edc8,917,pp5005220788,10,2010-02-04 02:37:17
8d05e7edc8,917,pp5004730777,3,2010-02-04 02:37:17
291c8a51c5,41,pp5006241039,2,2010-02-04 21:25:24
291c8a51c5,41,pp5006960303,9,2010-02-04 21:25:24
291c8a51c5,41,pp5005510268,2,2010-02-04 21:25:24
ef3200b971,134,pp5004820897,8,2010-02-05 10:54:57
ef3200b971,134,pp5006541000,3,2010-02-05 10:54:57
4cdd95bf83,413,pp5006540343,3,2010-02-05 12:40:17
4cdd95bf83,413,pp5006462135,8,2010-02-05 12:40:17
0ed7f4a5f2,22,pp5006530070,1,2010-02-06 11:56:01
f1d028e12c,585,pp5005790061,5,2010-02-06 19:52:53
f1d028e12c,585,pp5007290023,8,2010-02-06 19:52:53
f1d028e12c,585,pp5006240110,9,2010-02-06 19:52:53
f1d028e12c,585,pp5003720406,8,2010-02-06 19:52:53
0f853c9012,669,pp5005850501,8,2010-02-06 22:02:43
0f853c9012,669,pp5006320708,7,2010-02-06 22:02:43
0f853c9012,669,1434ef2,1,2010-02-06 22:02:43
69722b351a,667,pp5005041269,1,2010-02-07 02:49:20
22d4f22394,950,pp5005850916,9,2010-02-07 08:09:56
2b0ccd5033,657,pp5006960271,9,2010-02-07 09:43:01
2b0ccd5033,657,pp5005420206,9,2010-02-07 09:43:01
2b0ccd5033,657,pp5006480243,7,2010-02-07 09:43:01
2b0ccd5033,657,pp5005910376,9,2010-02-07 09:43:01
2b0ccd5033,657,pp5007070262,9,2010-02-07 09:43:01
f1ff66aaff,751,pp5004230194,1,2010-02-07 18:59:16
f1ff66aaff,751,1a10f49,1,2010-02-07 18:59:16
cd38c22262,50,pp5006242825,3,2010-02-09 02:39:36
cd38c22262,50,pp5004040755,7,2010-02-09 02:39:36
cd38c22262,50,pp5004220576,8,2010-02-09 02:39:36
cd38c22262,50,pp5006153409,5,2010-02-09 02:39:36
cd38c22262,50,pp5002440122,1,2010-02-09 02:39:36
cd38c22262,50,1d82318,1,2010-02-09 02:39:36
cd38c22262,50,pp5004530743,4,2010-02-09 02:39:36
cd38c22262,50,pp5006960561,2,2010-02-09 02:39:36
cd38c22262,50,pp5005640065,1,2010-02-09 02:39:36
cd38c22262,50,pp5006160014,9,2010-02-09 02:39:36
cd38c22262,50,18b7a73,8,2010-02-09 02:39:36
cd38c22262,50,pp5004530747,1,2010-02-09 02:39:36
cd38c22262,50,pp5006150764,9,2010-02-09 02:39:36
8447cf27fc,27,pp5002760285,9,2010-02-09 09:17:26
8447cf27fc,27,pp5005630198,7,2010-02-09 09:17:26
8447cf27fc,27,pp5006640625,9,2010-02-09 09:17:26
8447cf27fc,27,pp5006480651,6,2010-02-09 09:17:26
8447cf27fc,27,pp5005460153,8,2010-02-09 09:17:26
8447cf27fc,27,pp5006590277,6,2010-02-09 09:17:26
8447cf27fc,27,pp5006301754,5,2010-02-09 09:17:26
fe96af78e3,898,pp5006750553,9,2010-02-10 15:08:30
fe96af78e3,898,pp5005041168,6,2010-02-10 15:08:30
d983c747f9,437,pp5004881368,1,2010-02-10 23:28:32
8f152132ad,510,pp5003590569,8,2010-02-12 23:20:18
ca133fbd88,458,1cae21a,2,2010-02-14 05:17:46
ca133fbd88,458,pp5004630122,9,2010-02-14 05:17:46
7d1bbda492,594,pp5004750002,7,2010-02-14 17:06:09
7d1bbda492,594,pp5006540396,3,2010-02-14 17:06:09
7d1bbda492,594,pp5005360449,4,2010-02-14 17:06:09
823f022d12,578,pp5004970002,1,2010-02-15 02:09:01
8117ffa575,134,pp5006790696,2,2010-02-15 05:44:18
8117ffa575,134,pp5006120232,8,2010-02-15 05:44:18
7c44ea9f73,727,pp5005040705,10,2010-02-15 09:47:43
03073f4f6d,439,pp5006470736,7,2010-02-15 16:40:39
03073f4f6d,439,pp5001890643,2,2010-02-15 16:40:39
03073f4f6d,439,pp5002490803,1,2010-02-15 16:40:39
03073f4f6d,439,pp5006961263,6,2010-02-15 16:40:39
03073f4f6d,439,pp5005791020,1,2010-02-15 16:40:39
03073f4f6d,439,pp5005920807,2,2010-02-15 16:40:39
03073f4f6d,439,pp5003050073,5,2010-02-15 16:40:39
03073f4f6d,439,pp5002570449,1,2010-02-15 16:40:39
03073f4f6d,439,pp5004900348,8,2010-02-15 16:40:39
03073f4f6d,439,pp5006181038,7,2010-02-15 16:40:39
03073f4f6d,439,pp5005060014,6,2010-02-15 16:40:39
03073f4f6d,439,pp5004680806,8,2010-02-15 16:40:39
03073f4f6d,439,pp5007170241,5,2010-02-15 16:40:39
03073f4f6d,439,pp5005720236,7,2010-02-15 16:40:39
03073f4f6d,439,pp5002960843,2,2010-02-15 16:40:39
b2b715c7a9,323,pp5006340063,8,2010-02-16 08:03:05
b2b715c7a9,323,pp5006190141,8,2010-02-16 08:03:05
b2b715c7a9,323,pp5006490178,5,2010-02-16 08:03:05
b2b715c7a9,323,pp5006640700,6,2010-02-16 08:03:05
b2b715c7a9,323,pp5003780115,2,2010-02-16 08:03:05
b2b715c7a9,323,pp5002910673,2,2010-02-16 08:03:05
b2b715c7a9,323,pp5003860492,1,2010-02-16 08:03:05
b2b715c7a9,323,pp5007211085,7,2010-02-16 08:03:05
b2b715c7a9,323,pp5007350444,4,2010-02-16 08:03:05
b2b715c7a9,323,pp5005080411,2,2010-02-16 08:03:05
b2b715c7a9,323,pp5006310936,5,2010-02-16 08:03:05
b2b715c7a9,323,pp5004961267,10,2010-02-16 08:03:05
b2b715c7a9,323,pp5004200954,9,2010-02-16 08:03:05
0ef3121b02,923,pp5006050275,7,2010-02-17 02:09:02
0ef3121b02,923,pp5005740506,3,2010-02-17 02:09:02
e78d705d9f,993,pp5004960386,1,2010-02-17 11:14:54
e78d705d9f,993,pp5006760033,3,2010-02-17 11:14:54
e560551c1f,246,pp5006220816,6,2010-02-18 11:00:33
f26379f53c,260,pp5005940959,9,2010-02-18 15:07:46
f26379f53c,260,pp5006460093,9,2010-02-18 15:07:46
fc44ec271a,958,pp5006650022,8,2010-02-19 03:12:04
fc44ec271a,958,pp5006541138,7,2010-02-19 03:12:04
fc44ec271a,958,pp5006440175,9,2010-02-19 03:12:04
5510ea9b65,132,pp5005180112,1,2010-02-19 06:28:50
5510ea9b65,132,pp5006461891,4,2010-02-19 06:28:50
5510ea9b65,132,pp5006153382,2,2010-02-19 06:28:50
5510ea9b65,132,pp5006880245,5,2010-02-19 06:28:50
a3663b9e15,377,pp5006650515,9,2010-02-19 06:30:16
a3663b9e15,377,pp5006152057,3,2010-02-19 06:30:16
a3663b9e15,377,pp5005920612,3,2010-02-19 06:30:16
a3663b9e15,377,pp5003600383,8,2010-02-19 06:30:16
a3663b9e15,377,pp5006460133,2,2010-02-19 06:30:16
a3663b9e15,377,pp5006960872,6,2010-02-19 06:30:16
a3663b9e15,377,pp5006081703,6,2010-02-19 06:30:16
a3663b9e15,377,pp5003170063,1,2010-02-19 06:30:16
c1be8ba983,308,pp5007270151,6,2010-02-20 02:15:07
c1be8ba983,308,pp5005920046,4,2010-02-20 02:15:07
1e2bc437b0,911,1e0e162,7,2010-02-21 00:06:13
1e2bc437b0,911,pp5003071347,4,2010-02-21 00:06:13
1e2bc437b0,911,pp5006381430,5,2010-02-21 00:06:13
885cd6915a,33,pp5006462383,4,2010-02-21 13:57:14
885cd6915a,33,pp5006490085,7,2010-02-21 13:57:14
885cd6915a,33,1e54a7a,1,2010-02-21 13:57:14
885cd6915a,33,pp5006750082,4,2010-02-21 13:57:14
885cd6915a,33,pp5006750078,9,2010-02-21 13:57:14
885cd6915a,33,pp5006730168,9,2010-02-21 13:57:14
885cd6915a,33,pp5003861052,3,2010-02-21 13:57:14
885cd6915a,33,pp5005700868,3,2010-02-21 13:57:14
acc41f058a,330,pp5006462175,7,2010-02-22 22:16:47
acc41f058a,330,pp5006341258,7,2010-02-22 22:16:47
acc41f058a,330,pp5002200669,1,2010-02-22 22:16:47
acc41f058a,330,pp5005212166,9,2010-02-22 22:16:47
acc41f058a,330,pp5004940766,9,2010-02-22 22:16:47
acc41f058a,330,pp5006170011,1,2010-02-22 22:16:47
acc41f058a,330,1b994ef,5,2010-02-22 22:16:47
acc41f058a,330,pp5006461768,6,2010-02-22 22:16:47
acc41f058a,330,pp5005650499,9,2010-02-22 22:16:47
acc41f058a,330,pp5006180644,2,2010-02-22 22:16:47
70754b6b5c,114,pp5006740027,1,2010-02-23 08:40:28
70754b6b5c,114,pp5006200658,2,2010-02-23 08:40:28
d264c6595f,211,pp5005850771,5,2010-02-23 09:53:41
d264c6595f,211,pp5007290457,3,2010-02-23 09:53:41
d264c6595f,211,pp5003190280,5,2010-02-23 09:53:41
d264c6595f,211,pp5006243248,1,2010-02-23 09:53:41
d264c6595f,211,pp5002321887,2,2010-02-23 09:53:41
d264c6595f,211,pp5006210004,6,2010-02-23 09:53:41
d264c6595f,211,pp5006830130,3,2010-02-23 09:53:41
d264c6595f,211,pp5006151192,5,2010-02-23 09:53:41
d264c6595f,211,pp5006350067,10,2010-02-23 09:53:41
d264c6595f,211,pp5006870198,9,2010-02-23 09:53:41
d264c6595f,211,pp5005941424,3,2010-02-23 09:53:41
d264c6595f,211,pp5002321890,2,2010-02-23 09:53:41
d264c6595f,211,pp5004960011,8,2010-02-23 09:53:41
d264c6595f,211,pp5006420509,1,2010-02-23 09:53:41
d264c6595f,211,pp5006310275,6,2010-02-23 09:53:41
d264c6595f,211,pp5006080068,9,2010-02-23 09:53:41
d264c6595f,211,pp5005540340,7,2010-02-23 09:53:41
d264c6595f,211,pp5006650439,1,2010-02-23 09:53:41
d264c6595f,211,pp5003670186,2,2010-02-23 09:53:41
d264c6595f,211,pp5004990531,7,2010-02-23 09:53:41
d264c6595f,211,pp5005210615,8,2010-02-23 09:53:41
d264c6595f,211,pp5006241605,2,2010-02-23 09:53:41
d264c6595f,211,pp5006080550,8,2010-02-23 09:53:41
1bf4cb7fe8,243,pp5006334739,10,2010-02-24 08:35:47
1bf4cb7fe8,243,pp5006840110,6,2010-02-24 08:35:47
1bf4cb7fe8,243,pp5005010130,8,2010-02-24 08:35:47
1bf4cb7fe8,243,pp5006800226,6,2010-02-24 08:35:47
1bf4cb7fe8,243,pp5006310876,5,2010-02-24 08:35:47
f046d08832,922,pp5006450640,10,2010-02-24 15:52:05
f046d08832,922,pp5006560708,6,2010-02-24 15:52:05
5170fe497f,558,1c72ed7,9,2010-02-26 05:18:44
9abccf63fc,239,1e614c1,5,2010-02-26 12:19:46
9abccf63fc,239,pp5006331668,3,2010-02-26 12:19:46
79ed19961d,943,1a5de87,9,2010-02-27 01:29:30
79ed19961d,943,pp5004200414,3,2010-02-27 01:29:30
79ed19961d,943,pp5006332361,7,2010-02-27 01:29:30
79ed19961d,943,pp5006461521,4,2010-02-27 01:29:30
686ff9ade2,134,pp5007080134,3,2010-02-27 03:50:07
8bf2256690,619,pp5005500211,4,2010-02-27 08:14:43
7877743fa7,736,pp5005820152,1,2010-02-28 01:12:05
14d0d0bc35,803,pp5005701598,3,2010-03-01 10:57:16
14d0d0bc35,803,pp5006690289,2,2010-03-01 10:57:16
14d0d0bc35,803,pp5006130959,8,2010-03-01 10:57:16
14d0d0bc35,803,pp5006470393,5,2010-03-01 10:57:16
14d0d0bc35,803,pp5006640656,1,2010-03-01 10:57:16
14d0d0bc35,803,pp5004710748,10,2010-03-01 10:57:16
14d0d0bc35,803,pp5006590425,8,2010-03-01 10:57:16
77bcc5ea79,387,pp5007500487,10,2010-03-01 11:05:58
77bcc5ea79,387,pp5004240607,3,2010-03-01 11:05:58
77bcc5ea79,387,pp5006750361,6,2010-03-01 11:05:58
77bcc5ea79,387,pp5003071516,4,2010-03-01 11:05:58
aec7bdca57,281,17d4273,10,2010-03-01 17:36:47
a7060c0c27,52,pp5005210994,5,2010-03-01 21:48:00
a7060c0c27,52,1d82318,5,2010-03-01 21:48:00
4f1500ab88,50,pp5006300145,9,2010-03-02 15:36:07
4f1500ab88,50,pp5006980008,1,2010-03-02 15:36:07
4f1500ab88,50,pp5007160022,8,2010-03-02 15:36:07
4f1500ab88,50,pp5004900845,6,2010-03-02 15:36:07
4f1500ab88,50,pp5005151544,1,2010-03-02 15:36:07
4f1500ab88,50,pp5005221089,8,2010-03-02 15:36:07
4f1500ab88,50,pp5005071042,6,2010-03-02 15:36:07
4f1500ab88,50,pp5006160014,6,2010-03-02 15:36:07
83a93be41e,239,pp5004960028,2,2010-03-02 18:23:47
83a93be41e,239,pp5007110004,10,2010-03-02 18:23:47
182ea85ecd,876,pp5005791625,6,2010-03-02 18:44:36
182ea85ecd,876,pp5006170022,10,2010-03-02 18:44:36
182ea85ecd,876,pp5006450238,1,2010-03-02 18:44:36
78b131e4cd,296,pp5002291223,6,2010-03-03 14:50:44
78b131e4cd,296,pp5004941234,8,2010-03-03 14:50:44
90d051f34f,179,pp5004650096,2,2010-03-04 10:56:31
90d051f34f,179,pp5002361262,2,2010-03-04 10:56:31
90d051f34f,179,pp5006930470,5,2010-03-04 10:56:31
90d051f34f,179,pp5005870490,5,2010-03-04 10:56:31
90d051f34f,179,pp5005330485,3,2010-03-04 10:56:31
90d051f34f,179,pp5006153379,4,2010-03-04 10:56:31
