id,order_id,customer_id,time,product_id,product_quantity,product_unit_price,product_total_price,sales_rep,warehouse,distributor
3d3ec7004c,9c9a2148c2,484,2010-01-03 15:15:43,pp5005940651,8,22.89,183.12,Sascha Gonzalo,Keeling LLC,Nienow-Hahn
21bf653415,3f30915502,401,2010-01-04 05:58:25,pp5002461091,4,36.25,145.0,Thaxter Karran,Keeling LLC,"Bechtelar, Bogan and Roberts"
21bf653415,3f30915502,401,2010-01-04 05:58:25,pp5005330046,4,92.22,368.88,Thaxter Karran,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
10f8b73f3d,f3c2c77bcc,305,2010-01-04 08:37:34,pp5006380621,8,20.85,166.8,Sascha Gonzalo,Keeling LLC,"Bechtelar, Bogan and Roberts"
10f8b73f3d,f3c2c77bcc,305,2010-01-04 08:37:34,pp5006740367,4,28.37,113.48,Sascha Gonzalo,Keeling LLC,"Bechtelar, Bogan and Roberts"
0d8629fa98,7a8649a83a,397,2010-01-04 08:39:08,pp5006760377,10,69.76,697.6,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
0d8629fa98,7a8649a83a,397,2010-01-04 08:39:08,pp5004990532,6,142.1,852.5999999999999,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
9ed777e042,d6d8b51b2b,724,2010-01-04 21:32:20,pp5006960564,7,151.07,1057.49,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
9ed777e042,d6d8b51b2b,724,2010-01-04 21:32:20,pp5003161203,2,10.87,21.74,Mort Carass,Keeling LLC,Hegmann and Sons
9ed777e042,d6d8b51b2b,724,2010-01-04 21:32:20,pp5002190130,4,14.49,57.96,Mort Carass,Keeling LLC,Hegmann and Sons
9ed777e042,d6d8b51b2b,724,2010-01-04 21:32:20,pp5006940134,9,36.25,326.25,Mort Carass,Keeling LLC,Hegmann and Sons
9ed777e042,d6d8b51b2b,724,2010-01-04 21:32:20,pp5006360478,3,30.2,90.6,Mort Carass,Keeling LLC,Hegmann and Sons
9ed777e042,d6d8b51b2b,724,2010-01-04 21:32:20,pp5003870321,4,29.34,117.36,Mort Carass,Keeling LLC,Hegmann and Sons
864625902d,524df89c0d,227,2010-01-05 12:06:51,pp5003990711,9,80.4,723.6,Thaxter Karran,"Crona, Ondricka and Collier",Hegmann and Sons
864625902d,524df89c0d,227,2010-01-05 12:06:51,pp5007130137,6,19.33,115.97999999999999,Thaxter Karran,Keeling LLC,Hegmann and Sons
6fa5ef116a,72ee10343c,944,2010-01-06 00:27:40,pp5005310215,1,212.82,212.82,Sascha Gonzalo,"Mante, Bradtke and Hackett",Nienow-Hahn
6fa5ef116a,72ee10343c,944,2010-01-06 00:27:40,pp5006081526,4,21.27,85.08,Sascha Gonzalo,Keeling LLC,Nienow-Hahn
07542de1bf,69dbaa118b,989,2010-01-06 02:07:42,pp5006180355,6,876.25,5257.5,Mort Carass,"Mante, Bradtke and Hackett",Nienow-Hahn
07542de1bf,69dbaa118b,989,2010-01-06 02:07:42,pp5005040277,10,47.4,474.0,Mort Carass,Murphy-Bruen,Nienow-Hahn
07542de1bf,69dbaa118b,989,2010-01-06 02:07:42,pp5005942883,4,48.34,193.36,Mort Carass,Keeling LLC,Nienow-Hahn
07542de1bf,69dbaa118b,989,2010-01-06 02:07:42,pp5006462185,2,35.47,70.94,Mort Carass,Keeling LLC,Nienow-Hahn
07542de1bf,69dbaa118b,989,2010-01-06 02:07:42,1d6d78b,7,21.76,152.32000000000002,Mort Carass,Keeling LLC,Nienow-Hahn
07542de1bf,69dbaa118b,989,2010-01-06 02:07:42,pp5002990046,10,23.64,236.4,Mort Carass,Murphy-Bruen,Nienow-Hahn
07542de1bf,69dbaa118b,989,2010-01-06 02:07:42,pp5006330757,2,24.17,48.34,Mort Carass,Keeling LLC,Nienow-Hahn
07542de1bf,69dbaa118b,989,2010-01-06 02:07:42,pp5003960793,4,29.55,118.2,Mort Carass,Keeling LLC,Nienow-Hahn
07542de1bf,69dbaa118b,989,2010-01-06 02:07:42,pp5005740622,10,28.71,287.1,Mort Carass,Murphy-Bruen,Nienow-Hahn
a9c1b711f7,456f905174,930,2010-01-06 03:17:30,pp5004960342,7,90.63,634.41,Thaxter Karran,"Crona, Ondricka and Collier",Nienow-Hahn
60046e4d02,12d31d3ec2,976,2010-01-06 17:43:31,pp5004741162,9,122.17,1099.53,Thaxter Karran,"Crona, Ondricka and Collier",Nienow-Hahn
6362f6f5a2,5a71e77ea9,241,2010-01-06 18:18:22,pp5007140041,7,26.0,182.0,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
febbcf6f76,0f6bad6fb2,465,2010-01-07 19:54:52,pp5005730273,9,24.17,217.53000000000003,Sascha Gonzalo,Keeling LLC,Nienow-Hahn
3ea0d6c117,f9d54b1dda,583,2010-01-07 21:34:12,pp5007350236,10,342.9,3429.0,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
32444c0dde,bb260fb7f1,710,2010-01-08 09:22:53,pp5002370280,8,76.13,609.04,Thaxter Karran,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
af403b7be7,6e8974e6f3,406,2010-01-10 03:40:34,pp5006120786,8,23.65,189.2,Sascha Gonzalo,Keeling LLC,"Bechtelar, Bogan and Roberts"
d06599d87d,4a769c2d34,708,2010-01-10 19:42:06,pp5002780675,1,32.87,32.87,Thaxter Karran,Keeling LLC,"Bechtelar, Bogan and Roberts"
d06599d87d,4a769c2d34,708,2010-01-10 19:42:06,pp5004221645,8,72.19,577.52,Thaxter Karran,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
d06599d87d,4a769c2d34,708,2010-01-10 19:42:06,1ce7a01,10,16.44,164.4,Thaxter Karran,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
40f8248e19,f2cd104609,874,2010-01-11 23:11:08,pp5006100861,8,52.35,418.8,Sascha Gonzalo,"Crona, Ondricka and Collier",Nienow-Hahn
3cfda72313,5855ae6d52,77,2010-01-11 23:43:29,pp5003630168,5,3.54,17.7,Sascha Gonzalo,Will-Durgan,Hegmann and Sons
3cfda72313,5855ae6d52,77,2010-01-11 23:43:29,pp5003440040,2,21.74,43.48,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
3cfda72313,5855ae6d52,77,2010-01-11 23:43:29,pp5005920612,7,10.88,76.16000000000001,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
062b1b6da7,e79d663bb9,25,2010-01-12 01:44:48,pp5003710826,7,69.87,489.09000000000003,Sascha Gonzalo,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
cdfa1f7592,0b2fa061c8,840,2010-01-13 11:08:42,pp5005630768,9,42.3,380.7,Sascha Gonzalo,Keeling LLC,Nienow-Hahn
44e4d5dff1,3b5fd3e51e,516,2010-01-14 02:30:25,pp5005071238,1,53.2,53.2,Sascha Gonzalo,"Crona, Ondricka and Collier",Nienow-Hahn
44e4d5dff1,3b5fd3e51e,516,2010-01-14 02:30:25,pp5006462041,6,20.5567,123.3402,Sascha Gonzalo,Keeling LLC,Nienow-Hahn
b828a178f4,df8a8c6def,235,2010-01-14 12:46:58,pp5006220376,7,23.26,162.82000000000002,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
b828a178f4,df8a8c6def,235,2010-01-14 12:46:58,pp5007540223,4,24.17,96.68,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
b828a178f4,df8a8c6def,235,2010-01-14 12:46:58,pp5004020714,1,723.97,723.97,Sascha Gonzalo,"Mante, Bradtke and Hackett",Hegmann and Sons
b828a178f4,df8a8c6def,235,2010-01-14 12:46:58,pp5005041105,4,36.25,145.0,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
b828a178f4,df8a8c6def,235,2010-01-14 12:46:58,18a2b44,3,76.89,230.67000000000002,Sascha Gonzalo,"Crona, Ondricka and Collier",Hegmann and Sons
9db8abbb69,8c23c417ad,71,2010-01-14 22:18:23,pp5004111367,9,60.42,543.78,Thaxter Karran,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
9db8abbb69,8c23c417ad,71,2010-01-14 22:18:23,pp5005791625,7,41.37,289.59,Thaxter Karran,Keeling LLC,"Bechtelar, Bogan and Roberts"
46bbcf34db,7ccbbe9936,368,2010-01-15 03:41:08,pp5005212349,10,43.5,435.0,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
46bbcf34db,7ccbbe9936,368,2010-01-15 03:41:08,pp5003620170,10,151.07,1510.6999999999998,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
46bbcf34db,7ccbbe9936,368,2010-01-15 03:41:08,1dc3bf8,1,25.14,25.14,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
46bbcf34db,7ccbbe9936,368,2010-01-15 03:41:08,pp5006310758,5,18.15,90.75,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
46bbcf34db,7ccbbe9936,368,2010-01-15 03:41:08,pp5006330515,1,66.3,66.3,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
2b7711b806,1698fb19ae,803,2010-01-15 05:44:36,181e4d9,4,45.93,183.72,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
2b7711b806,1698fb19ae,803,2010-01-15 05:44:36,pp5003320215,2,32.11,64.22,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
2b7711b806,1698fb19ae,803,2010-01-15 05:44:36,pp5006450352,2,12.3,24.6,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
2b7711b806,1698fb19ae,803,2010-01-15 05:44:36,pp5007500188,1,79.21,79.21,Sascha Gonzalo,"Crona, Ondricka and Collier",Hegmann and Sons
2b7711b806,1698fb19ae,803,2010-01-15 05:44:36,pp5006440830,1,30.2,30.2,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
273a6a4101,a1ed85dd9c,742,2010-01-15 17:21:13,1e81f45,1,24.16,24.16,Thaxter Karran,Keeling LLC,Nienow-Hahn
273a6a4101,a1ed85dd9c,742,2010-01-15 17:21:13,pp5006270137,6,102.72,616.3199999999999,Thaxter Karran,"Crona, Ondricka and Collier",Nienow-Hahn
3df9072b40,5d8db7769c,543,2010-01-16 09:38:59,pp5006830279,7,60.42,422.94,Sascha Gonzalo,"Crona, Ondricka and Collier",Nienow-Hahn
c6170e93c3,7751b8086d,943,2010-01-16 15:06:11,pp5006930488,1,277.98,277.98,Sascha Gonzalo,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
c6170e93c3,7751b8086d,943,2010-01-16 15:06:11,pp5004221659,1,32.87,32.87,Sascha Gonzalo,Keeling LLC,"Bechtelar, Bogan and Roberts"
f062011cb4,779ee0ac78,249,2010-01-16 17:34:29,pp5004130111,6,59.22,355.32,Sascha Gonzalo,"Crona, Ondricka and Collier",Hegmann and Sons
751aef1c56,cc640a6e37,280,2010-01-17 04:05:48,pp5006331309,8,35.46,283.68,Mort Carass,Keeling LLC,Hegmann and Sons
751aef1c56,cc640a6e37,280,2010-01-17 04:05:48,pp5006220823,10,78.55,785.5,Mort Carass,Murphy-Bruen,Hegmann and Sons
751aef1c56,cc640a6e37,280,2010-01-17 04:05:48,pp5002326378,8,60.43,483.44,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
ef6aa5a8f7,6d1f36a344,311,2010-01-17 04:24:51,pp5003830669,1,534.82,534.82,Thaxter Karran,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
ef6aa5a8f7,6d1f36a344,311,2010-01-17 04:24:51,pp5006242916,6,42.29,253.74,Thaxter Karran,Keeling LLC,"Bechtelar, Bogan and Roberts"
ef6aa5a8f7,6d1f36a344,311,2010-01-17 04:24:51,pp5004940755,5,24.16,120.8,Thaxter Karran,Keeling LLC,"Bechtelar, Bogan and Roberts"
f09d13cdec,e55fd4ccd3,586,2010-01-17 12:14:23,pp5006152741,3,241.71,725.13,Thaxter Karran,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
f09d13cdec,e55fd4ccd3,586,2010-01-17 12:14:23,pp5005060012,5,24.83,124.14999999999999,Thaxter Karran,Keeling LLC,"Bechtelar, Bogan and Roberts"
f09d13cdec,e55fd4ccd3,586,2010-01-17 12:14:23,pp5006331776,9,35.46,319.14,Thaxter Karran,Keeling LLC,"Bechtelar, Bogan and Roberts"
477aec1cb1,fede6dd17c,46,2010-01-17 19:14:33,pp5005850851,1,266.03,266.03,Sascha Gonzalo,"Mante, Bradtke and Hackett",Hegmann and Sons
c7bca8452c,4c8a70690a,360,2010-01-18 10:38:49,pp5004741124,6,60.42,362.52,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
c7bca8452c,4c8a70690a,360,2010-01-18 10:38:49,pp5003730135,4,15.7,62.8,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
c7bca8452c,4c8a70690a,360,2010-01-18 10:38:49,pp5005080120,5,637.56,3187.7999999999997,Mort Carass,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
c7bca8452c,4c8a70690a,360,2010-01-18 10:38:49,158ca5f,1,60.43,60.43,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
c7bca8452c,4c8a70690a,360,2010-01-18 10:38:49,pp5004741034,9,36.25,326.25,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
c7bca8452c,4c8a70690a,360,2010-01-18 10:38:49,pp5003380128,3,36.26,108.78,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
c7bca8452c,4c8a70690a,360,2010-01-18 10:38:49,pp5006420178,1,12.07,12.07,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
c7bca8452c,4c8a70690a,360,2010-01-18 10:38:49,pp5006301006,5,21.76,108.80000000000001,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
7113ba4837,4b21da76f7,369,2010-01-18 11:14:02,pp5006891155,7,128.08,896.5600000000001,Thaxter Karran,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
71ee65f8ca,6a8e61bb01,605,2010-01-18 13:53:04,pp5006081638,1,212.91,212.91,Mort Carass,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
71ee65f8ca,6a8e61bb01,605,2010-01-18 13:53:04,pp5003590849,10,130.1,1301.0,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
7b242481fa,c91a3af65f,579,2010-01-18 15:47:00,pp5006292058,10,24.16,241.6,Mort Carass,Murphy-Bruen,Hegmann and Sons
7b242481fa,c91a3af65f,579,2010-01-18 15:47:00,pp5005740355,4,51.51,206.04,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
7b242481fa,c91a3af65f,579,2010-01-18 15:47:00,pp5005141208,5,229.64,1148.1999999999998,Mort Carass,"Mante, Bradtke and Hackett",Hegmann and Sons
7b242481fa,c91a3af65f,579,2010-01-18 15:47:00,pp5006290397,10,48.34,483.40000000000003,Mort Carass,Murphy-Bruen,Hegmann and Sons
7b242481fa,c91a3af65f,579,2010-01-18 15:47:00,pp5002660515,5,54.38,271.90000000000003,Mort Carass,"Crona, Ondricka and Collier",Hegmann and Sons
7b242481fa,c91a3af65f,579,2010-01-18 15:47:00,pp5004730329,9,42.29,380.61,Mort Carass,Keeling LLC,Hegmann and Sons
8d9ce80a21,28c19e71f8,945,2010-01-19 02:12:27,pp5005980247,10,36.26,362.59999999999997,Sascha Gonzalo,Murphy-Bruen,Hegmann and Sons
8d9ce80a21,28c19e71f8,945,2010-01-19 02:12:27,pp5006310869,3,11.81,35.43,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
d8f80df685,1488c15acb,356,2010-01-19 10:37:27,pp5004000060,6,45.93,275.58,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
d8f80df685,1488c15acb,356,2010-01-19 10:37:27,pp5006540745,5,53.2,266.0,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
d8f80df685,1488c15acb,356,2010-01-19 10:37:27,pp5005500443,2,616.79,1233.58,Mort Carass,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
e1f00f0467,8dc94d95d1,795,2010-01-19 11:57:32,pp5006380276,6,47.3,283.79999999999995,Sascha Gonzalo,Keeling LLC,Hegmann and Sons
b948213bbd,5933b08392,944,2010-01-20 20:47:06,pp5003950738,8,66.46,531.68,Thaxter Karran,"Crona, Ondricka and Collier",Nienow-Hahn
c2f840b354,351508bdc6,202,2010-01-21 00:14:17,pp5004610080,1,5638.99,5638.99,Mort Carass,"Mante, Bradtke and Hackett",Hegmann and Sons
6c58d9252c,68eaf9b633,751,2010-01-21 21:33:59,pp5004050313,1,112.37,112.37,Sascha Gonzalo,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
54d6eb6e6e,a25ab5ccd5,567,2010-01-21 23:25:27,pp5007290382,1,4713.63,4713.63,Mort Carass,"Mante, Bradtke and Hackett",Hegmann and Sons
11d75aa744,b40990d63e,615,2010-01-22 03:40:41,pp5005310354,10,47.32,473.2,Thaxter Karran,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
11d75aa744,b40990d63e,615,2010-01-22 03:40:41,pp5006161306,1,266.87,266.87,Thaxter Karran,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
11d75aa744,b40990d63e,615,2010-01-22 03:40:41,pp5006333088,4,11.91,47.64,Thaxter Karran,Keeling LLC,"Bechtelar, Bogan and Roberts"
0014b6b958,bb11f69dd8,219,2010-01-23 03:35:03,pp5006140136,2,96.68,193.36,Sascha Gonzalo,"Crona, Ondricka and Collier",Hegmann and Sons
140aa475ee,2aac025fc9,791,2010-01-23 10:35:45,pp5005630137,6,75.8,454.79999999999995,Sascha Gonzalo,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
f12d1a1e3c,1bec9ee5d4,125,2010-01-24 11:08:22,pp5002040242,7,26.01,182.07000000000002,Sascha Gonzalo,Keeling LLC,"Bechtelar, Bogan and Roberts"
0545e989e8,64a8c66a72,738,2010-01-24 17:03:40,pp5004960386,1,2130.07,2130.07,Mort Carass,"Mante, Bradtke and Hackett",Nienow-Hahn
6136960d0b,1730bb6679,550,2010-01-25 02:22:51,pp5004391021,8,16.92,135.36,Mort Carass,Keeling LLC,Nienow-Hahn
6136960d0b,1730bb6679,550,2010-01-25 02:22:51,pp5006750087,7,120.85,845.9499999999999,Mort Carass,"Crona, Ondricka and Collier",Nienow-Hahn
6136960d0b,1730bb6679,550,2010-01-25 02:22:51,pp5005310088,7,24.16,169.12,Mort Carass,Keeling LLC,Nienow-Hahn
313a52b9c9,1e4420ce3c,455,2010-01-25 03:39:39,pp5006730072,10,15.7,157.0,Sascha Gonzalo,Murphy-Bruen,Nienow-Hahn
079cf02ef4,a716faa696,348,2010-01-25 13:00:49,pp5002361396,1,461.68,461.68,Sascha Gonzalo,"Mante, Bradtke and Hackett","Bechtelar, Bogan and Roberts"
1782b716ca,032ea8e221,861,2010-01-26 00:16:49,pp5003830095,3,483.45,1450.35,Mort Carass,"Mante, Bradtke and Hackett",Nienow-Hahn
1782b716ca,032ea8e221,861,2010-01-26 00:16:49,pp5004890613,2,59.1,118.2,Mort Carass,"Crona, Ondricka and Collier",Nienow-Hahn
75c31a8c5d,7be191bf6c,673,2010-01-27 17:59:32,pp5004950097,9,56.8,511.2,Mort Carass,"Crona, Ondricka and Collier","Bechtelar, Bogan and Roberts"
75c31a8c5d,7be191bf6c,673,2010-01-27 17:59:32,pp5005790035,3,7.24,21.72,Mort Carass,Will-Durgan,"Bechtelar, Bogan and Roberts"
75c31a8c5d,7be191bf6c,673,2010-01-27 17:59:32,pp5006700459,7,29.61,207.26999999999998,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
98e819f94d,8e12208b00,776,2010-01-27 20:11:06,pp5006200502,2,21.14,42.28,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
98e819f94d,8e12208b00,776,2010-01-27 20:11:06,pp5006960464,1,43.5,43.5,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
98e819f94d,8e12208b00,776,2010-01-27 20:11:06,pp5001440859,1,36.25,36.25,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
98e819f94d,8e12208b00,776,2010-01-27 20:11:06,pp5006010157,3,42.3,126.89999999999999,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
98e819f94d,8e12208b00,776,2010-01-27 20:11:06,pp5005990011,1,16.54,16.54,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
98e819f94d,8e12208b00,776,2010-01-27 20:11:06,pp5006510223,9,36.25,326.25,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
98e819f94d,8e12208b00,776,2010-01-27 20:11:06,pp5006120957,6,13.2,79.19999999999999,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
98e819f94d,8e12208b00,776,2010-01-27 20:11:06,pp5005490268,3,37.84,113.52000000000001,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
98e819f94d,8e12208b00,776,2010-01-27 20:11:06,1bee422,10,66.9,669.0,Mort Carass,Murphy-Bruen,"Bechtelar, Bogan and Roberts"
98e819f94d,8e12208b00,776,2010-01-27 20:11:06,pp5006220816,5,23.65,118.25,Mort Carass,Keeling LLC,"Bechtelar, Bogan and Roberts"
